parliament_number,member_id,member_display_name,raw_school_text,source_url,is_international,suggested_action,notes
46,aph-219646,"McCORMACK, the Hon. Michael Francis",Trinity Senior High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '219646',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-trinity-senior-high-school
47,aph-219646,"McCORMACK, the Hon. Michael Francis",Trinity Senior High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '219646',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-trinity-senior-high-school
48,aph-123072,"McDONALD, Susan Eileen",Stuartholme,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '123072',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-stuartholme
46,aph-123072,"McDONALD, Susan Eileen",Stuartholme,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '123072',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-stuartholme
47,aph-123072,"McDONALD, Susan Eileen",Stuartholme,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '123072',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-stuartholme
48,aph-217241,"McGRATH, the Hon. James",Innisfail State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '217241',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-innisfail-state-high-school
46,aph-217241,"McGRATH, the Hon. James",Innisfail State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '217241',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-innisfail-state-high-school
47,aph-217241,"McGRATH, the Hon. James",Innisfail State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '217241',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-innisfail-state-high-school
48,aph-217241,"McGRATH, the Hon. James",Nambour State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '217241',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nambour-state-high-school
46,aph-217241,"McGRATH, the Hon. James",Nambour State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '217241',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nambour-state-high-school
47,aph-217241,"McGRATH, the Hon. James",Nambour State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '217241',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nambour-state-high-school
48,aph-281513,"McINTOSH, Melissa Iris",Newtown High School of the Performing Arts,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281513',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-newtown-high-school-of-the-performing-ar
46,aph-281513,"McINTOSH, Melissa Iris",Newtown High School of the Performing Arts,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281513',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-newtown-high-school-of-the-performing-ar
47,aph-281513,"McINTOSH, Melissa Iris",Newtown High School of the Performing Arts,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281513',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-newtown-high-school-of-the-performing-ar
48,aph-207825,"McKENZIE, the Hon. Bridget",Benalla High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '207825',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-benalla-high-school
46,aph-207825,"McKENZIE, the Hon. Bridget",Benalla High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '207825',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-benalla-high-school
47,aph-207825,"McKENZIE, the Hon. Bridget",Benalla High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '207825',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-benalla-high-school
48,aph-207825,"McKENZIE, the Hon. Bridget",Tintern Church of England Girls Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '207825',True,Confirm overseas school,Provisional institution ID: inst-unmatched-tintern-church-of-england-girls-grammar-
46,aph-207825,"McKENZIE, the Hon. Bridget",Tintern Church of England Girls Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '207825',True,Confirm overseas school,Provisional institution ID: inst-unmatched-tintern-church-of-england-girls-grammar-
47,aph-207825,"McKENZIE, the Hon. Bridget",Tintern Church of England Girls Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '207825',True,Confirm overseas school,Provisional institution ID: inst-unmatched-tintern-church-of-england-girls-grammar-
48,aph-jkm,"McKIM, Nicholas (Nick) James",Hutchins School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'JKM',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-hutchins-school
